BeverageName,Category,ABV,Description
Primo,1,0,A rich golden liquid with a unique flavor and aroma that comes from a touch of raw Hawaiian cane sugar. Primo is a premium lager that represents the best of both worlds; the rich taste of a craft-brewed beer with the drinkability of a lighter lager. -http://www.thatsprimo.com/Recipe.aspx
Anchor Summer Beer,1,4.6,"Anchor Summer is the first American wheat beer in modern times. Our first brew of this light and refreshing beer was in the summer of 1984.

Anchor Summer is an all-malt beer, and over 50% of its malt comes from malted wheat. It is fermented with a Triticum aestivum, AKA wheat traditional top-fermenting \ale\"" yeast because we prefer the clean flavors developed by this yeast. We believe that this style best celebrates the refreshingly light flavor of malted wheat. You may notice that the head on this beer is unusually abundant"
Double Chocolate Stout,1,5.2,"A rich, creamy stout with roasted chocolate flavors. A perfect dessert beer."
Blue Bell Bitter,1,5.4,Diacetyl dominated cask bitter.
Staggering Elk,1,4.5,
Lions Gate Lager,1,0,"While ales are fermented for relatively short periods of time at room temperature, lagers employ a special variety of yeast and much cooler fermentation temperatures to achieve their truly clean, dry flavour profile. Our Lion's Gate Lager has a light body, a very crisp palate and a soft, hop finish, which is imparted by the exquisitely gentle Czech Saaz hop variety. The Lions would approve."
Cascadia Cream Ale,1,0,"Every year in Vancouver there are a few days when the air is cool & crisp, the sun shines brightly, and the leaves show their vibrant colours -- then it starts to rain incessantly. Anyway, our Cascadia Cream Ale is dedicated to the spirit of mountains, oceans, golden days and gentle mist. Caramel and honey malts lend this ale a mellow, grainy maltiness which is balanced by the subtle presence of English finishing hops. Cheers, our Cascadia Cream Ale will be sure to brighten up even the wettest West Coast day."
Signature Pale Ale,1,0,"The term \Pale Ale\"" dates back to the 1800s when all beer was dark brown in colour. New malting techniques led to the development of pale malt"
Nirvana Nut Brown Ale,1,0,"Our regulars have many reasons for frequenting our premises. Some come for the comfy chairs, a game of pool, or to exude some seriously suaveness at the oyster bar on a Friday evening. For the truly devoted, however, who come in search of truth, it's the Nut Brown they're after. Often they arrive with a glazed look in their eyes, having endured days of office drudgery or the unknowable hardships of securing a parking spot. Set your cares aside, for all can find solace in this ale's yin-yang of nutty maltiness and delicate, dryish hoppiness. For our Nut Brown, an ale deep auburn in colour, we use a blend of Munich, caramel and chocolate malts to create a rich malty palate with a lingering dry chocolatiness."
Empress India Pale Ale,1,0,"During the heyday of the British Empire, India Pale Ale was born as a strong pale ale brewed especially to endure the rigors of the long journey to the colonies. In order to guard against spoilage, I.P.A. was brewed with a high alcohol content and with liberal amounts of hops, which act as a natural preservative. This ale's golden amber colour only hints at its full-bodied flavour. Its sumptuous maltiness is tempered by a goodly amount of bitterness and a mouth-filling hop flavour. In order to finish our I.P.A. with a truly fresh hop bouquet, we dry hop this ale in the serving tank with both East Kent Goldings and Mount Hood hops."
Heroica Oatmeal Stout,1,0,"There are some things in life that require a certain sense of bravado: these might include ordering a quadruple espresso, deciding to sleep without a nightlight, or choosing to live in a region of the continent that is gradually sinking into the Pacific Ocean. If you're no longer scared of the dark, then there's no reason to be afraid of our stout. A generous portion of rolled oats and lots of black roasted barley give this beer a warm, roasted nose, and a distinct dryness that succumbs to waves of lingering satisfaction."
Pilsner,1,0,"Our Pilsner is a true beer drinker's beer inspired by the first golden lagers brewed in the Czech town of Pilsn. This full-bodied lager is hopped with copious amounts of Sterling hops, lending it a refreshing, citrusy finish."
Skinny Tire Hefeweizen,1,0,"Our Hefeweizen is a faithful version of the traditional Bavarian wheat beer. Hefe is the German word for 'yeast' and weizen means 'wheat'. This beer is made with 40% wheat malt and is brewed with a special yeast that tends to stay in suspension, giving the beer its cloudy appearance. Bavarians are so convinced of the healthful qualities of this yeasty brew that doctors there are known to prescribe two Hefeweizens a day to feeble patients. The yeast used for this brew also imparts its unique spicy, clovey flavour. Some people even detect a light banana flavour. All of these wacky flavours are the natural 'signature' left by this specific yeast strain during its fermentation of the beer and no additional spices are added."
Coal Porter,1,0,"As you look out over Vancouver's Coal Harbour, relax with this creamy delight. Don't let the colour fool you - this porter is rich but not overpowering with a head that lingers all the way down the glass. Just about anything goes with our Coal Porter, and you don't have to belong to \High Society\"" to enjoy a glass with oysters."""
The Great Pumpkin Ale,1,0,"A spiced ale that tastes just like pumpkin pie in a glass.

The Pumpkin Ale is a malty, copper coloured brew that's spiced with cinnamon, cloves, nutmeg and ginger. We add 100 lbs of pumpkin directly to the mash and the resulting beer tastes just like pumpkin pie in a glass."
Sour Cherry Ale,1,0,"An intriguing fruit beer brewed with fresh sour cherries.

Our Sour Cherry Ale is inspired by the centuries old Belgian tradition of brewing beer with cherries. This high gravity brew undergoes a slow second fermentation with tons of fresh, whole Montmorency cherries from a local orchard in the Fraser Valley. The result is a most intriguing beer with an elegant cherry perfume, a tart, fruity flavour, and a subtle almondy finish."
Blitzen Christmas Ale,1,8.5,"A strong, fruity, belgian-style trippel 8.5% alc./vol.

Our aptly named Christmas Ale is based on the strong beers traditionally brewed by Belgium's trappist monasteries. Trippel is typically at least 8% alc./vol. and has a light golden colour. Because of its high strength this beer has an intensely fruity palate. Up front it has a honeyish sweetness but the finish is dry and champagne-like. Most weary Christmas shoppers would be well advised to benefit from the warmth and 'ho-ho-ho factor' that only a beer of the Biltzen's calibre can provide."
HURRICANE I.P.A.,1,0,"â€œA complex, flavourful and fascinating ale lies just on the edge of being totally out of control.â€ â€”Stephan Beaumont, Celebrator Beer News

India Pale Ale dates back to the 1700â€™s when Britain needed a hearty beer to ship to her troops in India. Because the ships had to cross the equator twice to get there, spoilage was a major problem until some clever brewer realized that both alcohol and hops are natural preservatives. James brews Hurricane I.P.A. in this tradition, and packs it with enough hops and alcohol to survive crossing the orbit of Mercury twice. The grist is 100% Gambrinus premium 2-row barley malt, copiously hopped with fresh Centennial and Willamette. The result is a rich, golden, intense beer with bitterness in perfect balance with residual sweetness."
Black Plague Stout,1,0,Derives its name from the historical fact that at one time in Europe beer was about the only safe liquid to drink. Black Plague is Irish style dry stout brewed only in fall and winter and only in small batches to ensure the freshness so paramount to such an intensely roasted beer.
Highland Scottish Ale,1,0,"While hugely popular in Scotland, this style of beer escapes most North Americans. Designed and brewed by the Scottish punk rocker David â€œMaltyâ€ Macanulty, this creamy, nutty, malty, dark ale is true to its origins. David drives James crazy over this beer, insisting on rigid fermentation temperatures, traditional mild hops for bittering, and even some weird caramelizing ritual as the kettle is being filled. The beer continues to undergo subtle evolutionary changes because the stubborn Scottish bastard will never be satisfied."
Precipitation Pilsner,1,0,"A true North German Style Pilsner. Light in body and packed full of Czech Saaz hops. The distinctive Pilsner aroma and dry, refreshing taste make a great accompaniment to a hot Vanouver day."
Fruit Lambics,1,0,"These authentic Belgian-style ales are intensely sour, dry and complex. All three of the lambics - Raspberry, Blackberry and Black Cherry - are aged in oak casks for more than one year. 15 kg, give or take, of whole unpasteurized fruit is added to each 200 litre oak barrel of fermented beer. The naturally occurring wild yeasts cause a second, slow fermentation, breaking down the fruit sugars to total dryness."
Fat Dog Stout,1,9,
Stoudt's Double India Pale Ale,1,10,"Strong, full-bodied ale with an intense hop character and deep golden color"
Blanche de Chambly,1,5,"(White of Chambly) was the first bottle
refermented ale produced by Unibroue. It is
brewed from a blend of pale barley malt,
wheat malt and unmalted wheat, to which
we blend selected spices and hops.
 
Blanche de Chambly is only partially filtered,
retaining its natural cloud of yeast that is
characteristic of the original white ales
brewed during the Middle Ages.

We recommend this remarkably refreshing"
Ã‰phÃ©mÃ¨re Pomme,1,5.5,"White ale brewed with apple must

Redolent of ripe Granny Smith apples, this
unique white ale pleases the palate with a
delicate balance of fruit and spice notes and
just a hint of sweetness.
 
Ã‰phÃ©mÃ¨re apple satisfies with each sip and
refreshes in all seasons, especially when
paired with an artisan cheddar cheese, pork
tenderloin served with apple chutney or Vidalia
onion soup.

We developed the Ã‰phÃ©mÃ¨re (Ephemeral)
series to feature a seasonal fruit in a
refreshing, lightly spiced white ale.
 
The label depicts a fairy, an ephemeral spirit
associated with fruits picked at the peak of
ripeness during each harvest season. 
Ã‰phÃ©mÃ¨re apple flavor is brewed with apple
must, which consists of the freshly-pressed
juice from apples.

Enjoy this beer 'alfresco' while dining in the
afternoon sun, relaxing at a family gathering or
at a picnic in the back yard.

Winner of 3 Gold Medals from the Beverage
Testing Institute since 2002"
Seigneuriale,1,7.5,"The copper-colored body and generous foam
head of this amber ale tantalize the eyes but
it's the complex flavor of Seigneuriale that
delivers a pleasant surprise. It is slightly
sweet, malty and spicy, but a distinctive hop
character and notes of apricot brandy give
Seigneuriale a truly unique character. 

We recommending pairing it with carved ham,
apricot-glazed duck or squab, Thai shrimp
curry or a holiday fruit cake."
Chambly Noire,1,6.2,"The opaque blackness and beige-colored
foam mousse of Chambly Noire belie its light,
refreshing body and clean, long finish,
featuring hints of roasted coffee beans, toast
and toffee. 

We recommend pairing it with grilled salmon,
steak or tuna au poivre, smoked meats,
coffee-crusted rack of lamb, or chocolate
espresso flan."
Dos Perros,1,3.5,"Many Mexican beer styles today are descendants of old Austrian styles, from when Austria ruled Mexico in the late 19th century. Our Dos Perros is made with German Munich malt, English Pale malt, and Chocolate malt, and hopped with Perle and Saaz hops. To lighten the body, as many Mexican brewers do, we add a small portion of flaked maize. The result is a wonderfully bready malt aroma, balanced with some maize sweetness and a noble hop finish.

Food Pairings: The toasty malt flavors go great with barbeque, grilled salmon, carmelized onions, and most hot and spicy foods. Try it with Mexican or Thai dishes.

OG: 10.4 Plato
FG: 3.3 Plato
IBUs: 21
SRM: 13
3.5% abv"
